postid,postyear,postdate,en_title,en_pageid,ar,ar_pageid,ar_title,zh,zh_pageid,zh_title,es,es_pageid,es_title,topic,category,updated_topic
1734,2015,29-Jun,Hisham Barakat,39948462,TRUE,1717275,هشام بركات,FALSE,,,FALSE,,,0,Person,5
1735,2015,28-Jun,Chris Squire,198637,FALSE,,,TRUE,4819419,克里斯·思奎爾,TRUE,247703,Chris Squire,5,Person,2
1736,2015,28-Jun,SpaceX CRS-7,41665194,FALSE,,,TRUE,4818786,SpaceX CRS-7,TRUE,7233422,Falcon 9 Vuelo 19,6,Science and nature,1
1738,2015,26-Jun,Same-sex marriage in the United States,249623,TRUE,2752740,زواج المثليين في الولايات المتحدة,TRUE,3157,美国同性婚姻,TRUE,232069,Matrimonio entre personas del mismo sexo en los Estados Unidos,4,None,3
1739,2015,26-Jun,Obergefell v. Hodges,44399484,FALSE,,,TRUE,4816922,奥贝格费尔诉霍奇斯案,TRUE,6936251,Caso Obergefell contra Hodges,4,Society and social science,3
1740,2015,26-Jun,2015 Kuwait mosque bombing,47083625,TRUE,2752284,تفجير مسجد الإمام الصادق 2015,TRUE,4816959,2015年科威特清真寺爆炸案,TRUE,6947705,Atentado de Kuwait de 2015,0,Other,5
1742,2015,26-Jun,Yevgeny Primakov,520754,TRUE,1231300,يفكيني بريماكوف,TRUE,516570,叶夫根尼·马克西莫维奇·普里马科夫,TRUE,1704935,Yevgueni Primakov,5,Person,2
1743,2015,25-Jun,Kobanî,44162675,TRUE,62845,عين العرب,TRUE,2887182,艾因阿拉伯,TRUE,6440632,Kobane,-1,Geography and place,6
1744,2015,25-Jun,Pappochelys,47071550,FALSE,,,FALSE,,,TRUE,6934310,Pappochelys,-1,None,6
1747,2015,21-Jun,Gunther Schuller,425541,FALSE,,,FALSE,,,TRUE,1338434,Gunther Schuller,5,Person,2
1748,2015,21-Jun,2015 Tour de Suisse,44940978,TRUE,2976558,طواف سويسرا 2015,FALSE,,,TRUE,6913264,Vuelta a Suiza 2015,2,Sports,4
1749,2015,19-Jun,MT Orkim Harmony hijacking,47021159,FALSE,,,TRUE,4816033,2015年歐爾金和諧號劫持案,FALSE,,,-1,Society and social science,6
1750,2015,18-Jun,"Danish general election, 2015",30334074,FALSE,,,TRUE,4814697,2015年丹麥大選,TRUE,7191482,Elecciones generales de Dinamarca de 2015,1,Society and social science,3
1751,2015,18-Jun,Laudato si',47067336,FALSE,,,TRUE,4811241,愿祢受赞颂,TRUE,6927031,Laudato si',-1,Other,6
1753,2015,17-Jun,Ron Clarke,646649,TRUE,3433404,رون كلارك,FALSE,,,TRUE,5985511,Ronald William Clarke,5,Person,2
1754,2015,17-Jun,2015 NBA Finals,42553657,FALSE,,,TRUE,4791163,2015年NBA總決賽,TRUE,6838519,Finales de la NBA de 2015,2,None,4
1756,2015,16-Jun,Chicago Blackhawks,73126,TRUE,1169396,شيكاغو بلاكهوكس,TRUE,373159,芝加哥黑鷹,TRUE,369880,Chicago Blackhawks,2,Sports,4
1757,2015,14-Jun,Qiao Shi,7090089,FALSE,,,TRUE,37511,乔石,TRUE,7014653,Qiao Shi,5,Person,2
1759,2015,14-Jun,2015 Tbilisi flood,46976023,FALSE,,,TRUE,4812060,2015年提比里斯洪災,FALSE,,,3,Other,1
1760,2015,13-Jun,Rosetta (spacecraft),179100,TRUE,512462,روزيتا,TRUE,555014,羅塞塔號,TRUE,37350,Rosetta (sonda espacial),-1,Science and nature,6
1761,2015,13-Jun,Philae (spacecraft),524434,TRUE,2117203,فيلة (مسبار فضائي),TRUE,4105186,菲萊登陸器,TRUE,6501303,Philae (sonda espacial),-1,Science and nature,6
1762,2015,11-Jun,Zhou Yongkang,1858074,TRUE,1212825,تشو يونغ كانغ,TRUE,143024,周永康,TRUE,5775538,Zhou Yongkang,4,Person,3
1763,2015,11-Jun,Ron Moody,161909,TRUE,3219116,رون مودي,FALSE,,,TRUE,6434199,Ron Moody,5,Person,2
1764,2015,10-Jun,James Last,1869860,TRUE,47976,جيمس لاست,TRUE,436355,詹姆斯·拉斯特,TRUE,4631799,James Last,5,Person,2
1766,2015,7-Jun,2015 French Open,43631892,TRUE,2669845,دورة فرنسا المفتوحة 2015,TRUE,4796739,2015年法國網球公開賽,TRUE,6302531,Torneo de Roland Garros 2015,2,Sports,4
1767,2015,7-Jun,"Turkish general election, 2015",47586312,FALSE,,,TRUE,5027097,2015年土耳其大選,TRUE,7028880,Elecciones generales de Turquía de 2015,1,None,3
1768,2015,7-Jun,Peoples' Democratic Party (Turkey),41783825,TRUE,2729205,حزب الشعوب الديمقراطي,TRUE,5048640,人民民主党 (土耳其),TRUE,6912567,Partido Democrático de los Pueblos,1,Society and social science,3
1772,2015,6-Jun,American Pharoah,45099648,FALSE,,,TRUE,4809054,美式法老 (馬),FALSE,,,2,Sports,4
1773,2015,6-Jun,2015 UEFA Champions League Final,39402554,TRUE,2098813,نهائي دوري أبطال أوروبا 2015,TRUE,4645866,2015年歐洲冠軍聯賽決賽,TRUE,6597225,Final de la Liga de Campeones de la UEFA 2014-15,2,Sports,4
1774,2015,6-Jun,2014–15 UEFA Champions League,35876146,TRUE,1727833,دوري أبطال أوروبا 2014–15,TRUE,3595377,2014–15年歐洲冠軍聯賽,TRUE,6013000,Liga de Campeones de la UEFA 2014-15,2,Sports,4
1776,2015,6-Jun,Ludvík Vaculík,4968923,FALSE,,,TRUE,4800923,路德维克·瓦楚里克,FALSE,,,5,Person,2
1777,2015,6-Jun,2015 Sabah earthquake,46904504,FALSE,,,TRUE,4801111,2015年沙巴地震,TRUE,6916800,Terremoto de Sabah de 2015,3,None,1
1778,2015,5-Jun,Tariq Aziz,200692,TRUE,16646,طارق عزيز,TRUE,1451908,塔里克·阿齐兹,TRUE,2373374,Tarek Aziz,5,Person,2
1779,2015,4-Jun,2015 Accra explosion,46888602,TRUE,2727238,انفجار أكرا (2015),TRUE,4799084,2015年阿克拉加油站爆炸火災,TRUE,6915340,Explosión en Accra,0,Other,5
1780,2015,4-Jun,2015 Accra floods,46889793,TRUE,2727809,فيضانات أكرا (2015),FALSE,,,FALSE,,,3,None,1
1781,2015,2-Jun,Sepp Blatter,42278,TRUE,28100,جوزيف بلاتر,TRUE,586101,塞普·布拉特,TRUE,427623,Joseph Blatter,5,Person,2
1782,2015,1-Jun,Nicholas Liverpool,339816,TRUE,2718863,نيكولاس ليفربول,TRUE,729036,尼古拉斯·利物浦,TRUE,980620,Nicholas Liverpool,5,Person,2
1783,2015,1-Jun,Charles Kennedy,26598741,TRUE,3433162,تشارلز كينيدي,TRUE,99424,查尔斯·肯尼迪,TRUE,168985,Charles Kennedy,5,Person,2
1785,2015,31-Jul,Roddy Piper,405184,TRUE,836385,رودي بايبر,TRUE,4065186,羅迪·派珀,TRUE,1661032,Roddy Piper,5,Person,2
1787,2015,31-Jul,2022 Winter Olympics,8351234,TRUE,894594,الألعاب الأولمبية الشتوية 2022,TRUE,448048,2022年冬季奥林匹克运动会,TRUE,2045325,Juegos Olímpicos de Pekín 2022,5,Sports,2
1788,2015,30-Jul,Mohammed Omar,86175,TRUE,4184,ملا عمر,TRUE,1219741,穆罕默德·奥马尔,TRUE,524859,Mohammad Omar,5,Person,2
1789,2015,27-Jul,A. P. J. Abdul Kalam,62682,TRUE,207081,أبو بكر زين العابدين عبد الكلام,TRUE,90377,阿卜杜尔·卡拉姆,TRUE,725871,Abdul Kalam,5,Person,2
1791,2015,26-Jul,2015 Tour de France,41024522,TRUE,2981700,سباق طواف فرنسا 2015,TRUE,4943212,2015年环法自行车赛,TRUE,6478655,Tour de Francia 2015,2,Sports,4
1792,2015,26-Jul,Chris Froome,18027287,TRUE,2639244,كريس فروم,TRUE,3559405,克里斯·弗鲁姆,TRUE,4283806,Chris Froome,2,Person,4
1795,2015,24-Jul,"Burundian presidential election, 2015",44969595,FALSE,,,FALSE,,,TRUE,7239698,Elecciones presidenciales de Burundi de 2015,1,Society and social science,3
1796,2015,23-Jul,Kepler (spacecraft),849815,TRUE,527117,كيبلر (مسبار فضائي),TRUE,999680,克卜勒太空望遠鏡,TRUE,2350581,Kepler (satélite),-1,Science and nature,6
1797,2015,23-Jul,Kepler-452b,47318223,TRUE,2788152,كيبلر-452b,TRUE,4919141,克卜勒452b,TRUE,6963690,Kepler-452b,-1,None,6
1798,2015,21-Jul,E. L. Doctorow,227458,TRUE,2786814,إي إل دوكتورو,TRUE,3630389,E·L·多克托罗,TRUE,1625185,E. L. Doctorow,5,Person,2
1799,2015,21-Jul,Theodore Bikel,492026,TRUE,3219120,ثيودور بيكل,FALSE,,,TRUE,330432,Theodore Bikel,5,Person,2
1800,2015,20-Jul,2015 Suruç bombing,47287371,TRUE,2790706,تفجير سروج 2015,TRUE,4885630,2015年蘇魯奇爆炸案,TRUE,7007647,Atentado de Suruç,0,Other,5
1801,2015,20-Jul,Cuba–United States relations,5231073,TRUE,277305,العلاقات الأمريكية الكوبية,TRUE,4420128,古巴－美國關係,TRUE,1026968,Relaciones diplomáticas entre Cuba y Estados Unidos,-1,Society and social science,6
1803,2015,19-Jul,Galina Prozumenshchikova,18012942,FALSE,,,FALSE,,,TRUE,7015121,Galina Prozumenshchikova,5,Person,2
1804,2015,18-Jul,Yoichiro Nambu,1063160,TRUE,437235,يويتشيرو نامبو,TRUE,221021,南部阳一郎,TRUE,1659993,Yoichiro Nambu,5,Person,2
1805,2015,18-Jul,Jules Bianchi,16487972,TRUE,2000212,جول بيانكي,TRUE,3374973,儒勒·比安奇,TRUE,3347628,Jules Bianchi,5,Person,2
1807,2015,14-Jul,Pentaquark,257243,TRUE,809687,بنتا كوارك,TRUE,957125,五夸克態,TRUE,1897287,Pentaquark,6,None,1
1808,2015,14-Jul,Joint Comprehensive Plan of Action,42015113,TRUE,2553498,خطة العمل الشاملة المشتركة,TRUE,4675472,伊朗核問題全面協議,TRUE,7243120,Plan de Acción Conjunto y Completo,-1,Art and culture,6
1809,2015,14-Jul,New Horizons,390905,TRUE,615471,نيو هورايزونز,TRUE,31216,新视野号,TRUE,191464,New Horizons,6,Science and nature,1
1810,2015,14-Jul,Pluto,44469,TRUE,10283,بلوتو,TRUE,12606,冥王星,TRUE,6438,Plutón (planeta enano),6,Science and nature,1
1811,2015,12-Jul,2015 Wimbledon Championships,43631902,TRUE,2762595,بطولة ويمبلدون 2015,TRUE,4877840,2015年溫布頓網球錦標賽,TRUE,6330013,Campeonato de Wimbledon 2015,2,None,4
1812,2015,12-Jul,2015 Wimbledon Championships – Women's Singles,46949198,TRUE,3133940,بطولة ويمبلدون 2015 - فردي السيدات,TRUE,4953250,2015年溫布頓網球錦標賽女子單打比賽,TRUE,6935903,Anexo:Campeonato de Wimbledon 2015 (individual femenino),2,Sports,4
1814,2015,10-Jul,Jon Vickers,1338168,FALSE,,,TRUE,203746,琼·维克斯,TRUE,653844,Jon Vickers,5,Person,2
1815,2015,10-Jul,Omar Sharif,189930,TRUE,83885,عمر الشريف,TRUE,642838,奧馬·沙里夫,TRUE,114467,Omar Sharif,5,Person,2
1817,2015,9-Jul,Saud bin Faisal bin Abdulaziz Al Saud,641408,TRUE,31387,سعود الفيصل بن عبد العزيز آل سعود,FALSE,,,FALSE,,,5,Person,2
1818,2015,6-Jul,Jerry Weintraub,1992770,TRUE,5025354,جيري وينتراوب,FALSE,,,TRUE,6171719,Jerry Weintraub,5,Person,2
1819,2015,5-Jul,2015 FIFA Women's World Cup,29837595,TRUE,968208,كأس العالم للسيدات 2015,TRUE,1550062,2015年國際足協女子世界盃,TRUE,4500303,Copa Mundial Femenina de Fútbol de 2015,2,Sports,4
1820,2015,5-Jul,2015 FIFA Women's World Cup Final,46923383,TRUE,2769525,نهائي كأس العالم للسيدات 2015,FALSE,,,TRUE,6943101,Anexo:Final de la Copa Mundial Femenina de Fútbol de 2015,2,Sports,4
1821,2015,4-Jul,2015 Copa América Final,46282466,TRUE,2712345,نهائي كوبا أمريكا 2015,TRUE,5976064,2015年美洲杯决赛,TRUE,4758199,Anexo:Final de la Copa América 2015,2,Sports,4
1822,2015,3-Jul,Boyd K. Packer,398914,FALSE,,,FALSE,,,TRUE,1821870,Boyd K. Packer,5,Person,2
1824,2015,30-Aug,Wes Craven,153147,TRUE,2835561,ويس كرافن,TRUE,3341970,韦斯·克拉文,TRUE,240772,Wes Craven,5,Person,2
1825,2015,30-Aug,Temple of Bel,9038287,TRUE,1100716,معبد بل,TRUE,1236636,貝爾廟,TRUE,5924215,Templo de Bel,1,Geography and place,3
1828,2015,27-Aug,Neonatal tetanus,16139415,FALSE,,,FALSE,,,TRUE,7019509,Tétanos neonatal,-1,Other,6
1829,2015,26-Aug,Amelia Boynton Robinson,663779,FALSE,,,FALSE,,,TRUE,7003327,Amelia Boynton Robinson,5,Person,2
1833,2015,23-Aug,Mariem Hassan,24505900,TRUE,1968589,مريم منت الحسان,FALSE,,,TRUE,1405919,Mariem Hassan,5,Person,2
1836,2015,22-Aug,Arthur Morris,1866473,TRUE,3044452,آرثر موريس,FALSE,,,FALSE,,,5,Person,2
1837,2015,17-Aug,Jacob Bekenstein,561845,FALSE,,,TRUE,3056528,雅各布·貝肯斯坦,TRUE,69210,Jacob David Bekenstein,5,Person,2
1842,2015,16-Aug,Julian Bond,680355,FALSE,,,FALSE,,,TRUE,7045879,Julian Bond,5,Person,2
1847,2015,9-Aug,Frank Gifford,445861,FALSE,,,FALSE,,,TRUE,2384683,Frank Gifford,5,Person,2
1849,2015,8-Aug,Manuel Contreras,376540,TRUE,2804674,مانويل كونتريراس,FALSE,,,TRUE,110770,Manuel Contreras,5,Person,2
1851,2015,6-Aug,Suez Canal,29323,TRUE,7992,قناة السويس,TRUE,28020,苏伊士运河,TRUE,8577,Canal de Suez,6,Geography and place,1
1852,2015,6-Aug,New Suez Canal,43484895,TRUE,2802068,قناة السويس الجديدة,TRUE,4974245,新苏伊士运河,FALSE,,,6,Geography and place,1
1854,2015,5-Aug,Malaysia Airlines Flight 370,42142305,TRUE,1967817,الخطوط الجوية الماليزية الرحلة 370,TRUE,3892177,马来西亚航空370号班机空难,TRUE,6216089,Vuelo 370 de Malaysia Airlines,0,Society and social science,5
1856,2015,3-Aug,Robert Conquest,97104,FALSE,,,TRUE,4970187,羅伯特·康奎斯特,TRUE,4992748,Robert Conquest,5,Person,2
1857,2015,2-Aug,Cilla Black,179643,TRUE,2799016,سيلا بلاك,FALSE,,,TRUE,6975540,Cilla Black,5,Person,2
1859,2015,30-Sep,Syrian Civil War,30741795,TRUE,1025085,الحرب الأهلية السورية,TRUE,1555386,叙利亚内战,TRUE,4453191,Guerra civil siria,-1,None,6
1860,2015,28-Sep,Battle of Kunduz,47959396,TRUE,2899231,معركة قندوز,TRUE,5055281,昆都士之戰,TRUE,7044858,Batalla de Kunduz,-1,Society and social science,6
1861,2015,28-Sep,War in Afghanistan (2015–present),45145721,TRUE,2818999,الحرب في أفغانستان (2015–الآن),TRUE,5401840,阿富汗战争 (2015年至今),TRUE,7499617,Guerra de Afganistán (2015-presente),-1,None,6
1862,2015,28-Sep,Astrosat,9070010,FALSE,,,TRUE,5083738,Astrosat,FALSE,,,-1,Science and nature,6
1864,2015,22-Sep,Yogi Berra,43088,FALSE,,,TRUE,529255,尤吉·貝拉,TRUE,1077841,Yogi Berra,5,Person,2
1865,2015,22-Sep,Happy Birthday to You,87328,TRUE,746603,عيد ميلاد سعيد,TRUE,245331,祝你生日快乐,TRUE,1082131,Cumpleaños feliz,-1,Art and culture,6
1867,2015,20-Sep,September 2015 Borno State bombings,47893466,FALSE,,,TRUE,5051053,2015年9月博爾諾州炸彈襲擊,TRUE,7287125,Atentados en Borno de 2015,0,Other,5
1869,2015,20-Sep,"Greek legislative election, September 2015",44878292,FALSE,,,TRUE,5022389,2015年9月希臘議會選舉,TRUE,6996384,Elecciones parlamentarias de Grecia de septiembre de 2015,1,Society and social science,3
1871,2015,19-Sep,2015 Japanese military legislation,47858519,FALSE,,,TRUE,4915381,日本和平安全法制,FALSE,,,-1,None,6
1872,2015,19-Sep,Japan Self-Defense Forces,2785204,TRUE,385660,قوات الدفاع الذاتي اليابانية,TRUE,33564,自卫队,TRUE,1443180,Fuerzas de Autodefensa de Japón,-1,Society and social science,6
1873,2015,19-Sep,Jackie Collins,595864,TRUE,2887653,جاكي كولينز,FALSE,,,TRUE,7031900,Jackie Collins,5,Person,2
1875,2015,16-Sep,2015 Illapel earthquake,47843366,TRUE,2883855,زلزال إلابل 2015,TRUE,5043132,2015年伊亚佩尔地震,TRUE,7027150,Terremoto de Coquimbo de 2015,3,Science and nature,1
1876,2015,16-Sep,2015 Burkinabé coup d'état,47839259,TRUE,2883472,انقلاب 2015 في بوركينا فاسو,TRUE,5045387,2015年布吉納法索政變,TRUE,7027557,Golpe de Estado en Burkina Faso de 2015,-1,Society and social science,6
1877,2015,13-Sep,2015 Vuelta a España,45001871,TRUE,2976727,طواف إسبانيا 2015,FALSE,,,TRUE,6566273,Vuelta a España 2015,2,Sports,4
1878,2015,13-Sep,Moses Malone,1164653,TRUE,2870826,موسى مالون,TRUE,608023,摩西·马龙,TRUE,566878,Moses Malone,5,Person,2
1879,2015,12-Sep,Petlawad explosion,47794184,FALSE,,,TRUE,5056333,2015年佩特拉瓦德爆炸,TRUE,7023770,Explosión de Petlawad de 2015,0,Other,5
1880,2015,12-Sep,Adrian Frutiger,334097,TRUE,3356704,أدريان فرتيجر,TRUE,3700953,阿德里安·弗鲁提格,TRUE,414904,Adrian Frutiger,5,Person,2
1881,2015,11-Sep,"Singaporean general election, 2015",38259367,TRUE,2867493,الانتخابات التشريعية السنغافورية 2015,TRUE,4991067,2015年新加坡大選,TRUE,7994645,Elecciones generales de Singapur de 2015,4,Society and social science,3
1882,2015,11-Sep,Mecca crane collapse,47786586,TRUE,2866072,حادثة سقوط رافعة في الحرم المكي,TRUE,5034790,麥加起重機倒塌事故,TRUE,7204578,Colapso de grúa de La Meca,-1,Other,6
1883,2015,10-Sep,Homo naledi,47774240,TRUE,2864722,هومو ناليدي,TRUE,5032740,纳莱迪人,TRUE,7019102,Homo naledi,6,None,1
1885,2015,9-Sep,Elizabeth II,12153654,TRUE,77917,إليزابيث الثانية,TRUE,23084,伊丽莎白二世,TRUE,25813,Isabel II del Reino Unido,5,Person,2
1886,2015,3-Sep,Otto Pérez Molina,13128092,TRUE,2459900,أوتو بيريز مولينا,TRUE,2847556,奥托·佩雷斯·莫利纳,TRUE,4847042,Otto Pérez Molina,5,Person,2
1889,2015,31-Oct,2015 Rugby World Cup,4537429,TRUE,2934182,كأس العالم للرجبي 2015,TRUE,5080352,2015年世界盃橄欖球賽,TRUE,1260146,Copa Mundial de Rugby de 2015,6,Sports,1
1892,2015,29-Oct,Raif Badawi,38097449,TRUE,492494,رائف بدوي,FALSE,,,TRUE,6632075,Raif Badawi,2,Person,4
1893,2015,29-Oct,Sakharov Prize,1055590,TRUE,1191200,جائزة سخاروف لحرية الفكر,TRUE,630699,萨哈罗夫奖,TRUE,217807,Premio Sájarov,2,Art and culture,4
1894,2015,29-Oct,One-child policy,44664,TRUE,924247,سياسة الطفل الواحد,TRUE,226335,一孩政策,TRUE,1862740,Política de hijo único,4,Art and culture,3
1895,2015,29-Oct,Bidhya Devi Bhandari,48579745,TRUE,2932061,بيديا ديفي بنداري,TRUE,5077851,比迪娅·戴维·班达里,TRUE,7328271,Bidhya Devi Bhandari,5,Person,2
1899,2015,25-Oct,"Guatemalan general election, 2015",40234066,FALSE,,,TRUE,5173591,2015年危地馬拉大選,TRUE,5792668,Elecciones generales de Guatemala de 2015,1,Society and social science,3
1900,2015,25-Oct,Lewis Hamilton,675561,TRUE,453230,لويس هاملتون,TRUE,511362,路易斯·咸美頓,TRUE,522216,Lewis Hamilton,2,Person,4
1902,2015,25-Oct,"Polish parliamentary election, 2015",43461303,FALSE,,,TRUE,5051311,2015年波蘭議會選舉,TRUE,7364611,Elecciones generales de Polonia de 2015,4,Society and social science,3
1903,2015,24-Oct,Maureen O'Hara,235309,TRUE,2926080,مورين أوهارا,TRUE,3554438,玛琳·奥哈拉,TRUE,678057,Maureen O'Hara,5,Person,2
1904,2015,23-Oct,Hurricane Patricia,48329495,TRUE,2926064,إعصار باتريسيا,TRUE,5073897,颶風派翠莎,TRUE,7074202,Huracán Patricia,6,Science and nature,1
1905,2015,21-Oct,Chelonoidis donfaustoi,48322815,FALSE,,,TRUE,5310616,加拉帕戈斯·唐福斯托象龟,TRUE,7073828,Chelonoidis donfaustoi,6,None,1
1907,2015,19-Oct,"Swiss federal election, 2015",41946172,FALSE,,,TRUE,5047127,2015年瑞士聯邦選舉,TRUE,8084809,Elecciones federales de Suiza de 2015,1,Society and social science,3
1908,2015,19-Oct,"Canadian federal election, 2015",31662519,TRUE,2940039,الانتخابات الفيدرالية الكندية 2015,TRUE,4969329,2015年加拿大联邦大选,TRUE,6864645,Elecciones federales de Canadá de 2015,1,Society and social science,3
1909,2015,18-Oct,"Guinean presidential election, 2015",45518234,TRUE,2920500,الانتخابات الرئاسية الغينية 2015,FALSE,,,FALSE,,,1,Society and social science,3
1910,2015,15-Oct,Kenneth D. Taylor,534433,TRUE,3124811,كينيث د. تايلور,FALSE,,,FALSE,,,5,Person,2
1911,2015,14-Oct,Mathieu Kérékou,392304,TRUE,2960168,ماثيو كيريكو,TRUE,312807,马蒂厄·克雷库,TRUE,1831300,Mathieu Kérékou,5,Person,2
1912,2015,13-Oct,Anheuser-Busch InBev,19395099,FALSE,,,TRUE,802814,安海斯-布希英博集團,TRUE,3174870,Anheuser-Busch InBev,-1,Society and social science,6
1913,2015,13-Oct,SABMiller,660767,FALSE,,,TRUE,4078333,南非米勒,TRUE,163094,SABMiller,-1,Society and social science,6
1915,2015,12-Oct,Angus Deaton,2061221,TRUE,2911808,أنغوس ديتون,TRUE,3068626,安格斯·迪顿,TRUE,6835251,Angus Deaton,2,Person,4
1916,2015,12-Oct,"Belarusian presidential election, 2015",44856531,FALSE,,,TRUE,5049803,2015年白俄羅斯總統選舉,TRUE,8453709,Elecciones presidenciales de Bielorrusia de 2015,1,Society and social science,3
1917,2015,12-Oct,Alexander Lukashenko,156589,TRUE,979440,ألكسندر لوكاشينكو,TRUE,191574,亚历山大·格里戈里耶维奇·卢卡申科,TRUE,107331,Aleksandr Lukashenko,1,Person,3
1918,2015,11-Oct,Richard F. Heck,17951090,TRUE,937495,ريتشارد هيك,TRUE,1435703,理查德·赫克,TRUE,4237336,Richard Heck,5,Person,2
1919,2015,10-Oct,2015 Ankara bombings,48149847,TRUE,2909819,تفجيرا أنقرة 2015,TRUE,5063387,2015年安卡拉爆炸案,TRUE,7054484,Atentado de Ankara de 2015,0,Other,5
