postid,lang,postyear,postdatetime,pageid,article_firstedit_ever_revid,article_firstedit_ever_date,article_firstedit_ever_timestamp,article_firstedit_ever_size,totaledits_byall,totaledits_byregistered,unique_all_editors,unique_registered_editors,total_size_added,sizeadded_byregistered,firstedit_revid,firstedit_timestamp,endfirstday_revid,endfirstweek_revid,firstmonth_revid,topic,category,updated_topic
1640,en,2015,4/24/15,42469267,603798073,4/11/14,2014-04-11T21:35:29Z,23776,61,41,37,26,5380,3945,658930561,4/24/15 2:15,659060856,659895250,662299544,2,Other,4
1640,es,2015,4/24/15,8655008,110548058,9/10/18,2018-09-10T20:28:39Z,40535,0,0,0,0,0,0,0,0,0,0,0,2,Other,4
1641,en,2015,4/21/15,3054357,27075319,11/1/05,2005-11-01T14:39:16Z,482,22,19,12,9,11247,10890,657433529,4/21/15 5:25,657917292,659545224,663351026,2,None,4
1641,zh,2015,4/21/15,565473,4447259,6/19/07,2007-06-19T08:50:48Z,26725,4,3,3,2,10,10,35233000,4/21/15 4:50,35330070,35475495,35475495,2,None,4
1642,en,2015,4/21/15,29499192,395180014,11/6/10,2010-11-06T15:31:24Z,1570,59,41,37,22,3314,3161,657433518,4/21/15 5:24,657568614,659612922,659812224,2,Society and social science,4
1642,zh,2015,4/21/15,3185776,23867064,11/29/12,2012-11-29T07:08:04Z,1129,7,7,5,4,3017,3017,35342348,4/22/15 11:13,35347524,35461759,35461759,2,Society and social science,4
1642,es,2015,4/21/15,5554226,62550214,12/29/12,2012-12-29T13:11:34Z,1927,0,0,0,0,0,0,0,0,0,0,0,2,Society and social science,4
1643,en,2015,4/20/15,32253721,436901098,6/29/11,2011-06-29T18:55:20Z,964,112,85,69,42,-2890,-5346,657364026,4/20/15 18:37,657364924,659500509,663295169,1,Person,3
1643,ar,2015,4/20/15,183431,184281,3/20/06,2006-03-20T09:59:05Z,1464,2,2,2,1,-22,-22,15725799,4/21/15 8:58,15725799,15725799,15781151,1,Person,3
1643,zh,2015,4/20/15,1767804,18656802,12/18/11,2011-12-18T11:04:00Z,989,16,16,4,3,2809,2809,35337474,4/22/15 3:45,35337474,35516766,35764774,1,Person,3
1643,es,2015,4/20/15,5231068,56467950,5/25/12,2012-05-25T14:17:34Z,3318,10,4,8,4,1459,1530,81917934,4/21/15 11:41,81917934,81917934,82500781,1,Person,3
1644,en,2015,4/20/15,45423899,647500165,2/17/15,2015-02-17T04:02:59Z,3988,71,59,28,21,8029,11021,657277561,4/20/15 3:48,657389337,659200833,659763594,6,Sports,1
1644,ar,2015,4/20/15,2640598,15748679,4/25/15,2015-04-25T09:18:13Z,2384,68,68,4,3,2096,2096,15748679,4/25/15 9:18,15753019,15794269,15794269,6,Sports,1
1645,en,2015,4/20/15,42101555,597992132,3/3/14,2014-03-03T18:49:24Z,3120,179,157,38,24,15677,11665,657331331,4/20/15 14:16,657389735,659129406,662749183,6,Society and social science,1
1645,ar,2015,4/20/15,3413317,22225681,1/21/17,2017-01-21T00:12:17Z,806,0,0,0,0,0,0,0,0,0,0,0,6,Society and social science,1
1645,zh,2015,4/20/15,4726410,35346829,4/22/15,2015-04-22T17:26:00Z,693,60,47,22,14,12614,10638,35346829,4/22/15 17:26,35348014,35540725,35540725,6,Society and social science,1
1645,es,2015,4/20/15,7102885,86460480,11/4/15,2015-11-04T23:17:48Z,3006,0,0,0,0,0,0,0,0,0,0,0,6,Society and social science,1
1649,en,2015,4/15/15,358635,1684065,11/6/03,2003-11-06T23:18:51Z,141,79,68,23,16,1623,1647,656647847,4/15/15 19:12,656653702,657629103,659156136,5,Person,2
1649,es,2015,4/15/15,7027481,85177036,9/17/15,2015-09-17T07:30:52Z,3178,0,0,0,0,0,0,0,0,0,0,0,5,Person,2
1650,en,2015,4/15/15,21242,269910,5/4/01,2001-05-04T00:36:38Z,116,113,72,74,46,1993,6667,656568973,4/15/15 6:12,656677516,657907385,661888967,-1,Society and social science,6
1650,ar,2015,4/15/15,17688,68086,8/17/05,2005-08-17T12:34:49Z,755,3,3,3,2,0,0,15733850,4/22/15 14:10,15733850,15733850,15802329,-1,Society and social science,6
1650,zh,2015,4/15/15,25569,87713,5/11/04,2004-05-11T12:05:19Z,2733,7,6,6,5,152,149,35167755,4/17/15 14:21,35169974,35328177,35594554,-1,Society and social science,6
1650,es,2015,4/15/15,38543,118042,3/21/04,2004-03-21T23:04:19Z,425,14,9,11,7,40,9,81428115,4/15/15 11:18,81441922,81954107,82314647,-1,Society and social science,6
1651,en,2015,4/15/15,7629923,83825005,10/26/06,2006-10-26T11:36:30Z,1096,36,29,27,20,1350,1133,656569064,4/15/15 6:13,656626770,658124270,658958765,-1,Society and social science,6
1651,ar,2015,4/15/15,722889,4204160,10/18/09,2009-10-18T19:03:45Z,3093,1,1,1,0,0,0,15734021,4/22/15 14:38,15734021,15734021,15734021,-1,Society and social science,6
1651,zh,2015,4/15/15,745036,6758682,4/24/08,2008-04-24T16:27:15Z,2924,15,12,6,5,455,562,35139453,4/15/15 7:35,35141050,35185303,35492002,-1,Society and social science,6
1651,es,2015,4/15/15,165118,1032756,7/24/05,2005-07-24T16:26:53Z,370,7,5,6,4,1378,1370,81428071,4/15/15 11:14,81438516,81438516,82419326,-1,Society and social science,6
1653,en,2015,4/14/15,594542,3175857,4/13/04,2004-04-13T19:26:22Z,107,153,91,72,42,3362,2068,656442620,4/14/15 14:30,656527876,657383795,660734295,5,Person,2
1653,ar,2015,4/14/15,2632209,15673293,4/19/15,2015-04-19T23:34:02Z,2401,5,5,5,4,120,120,15673293,4/19/15 23:34,15673357,15674138,15674138,5,Person,2
1653,es,2015,4/14/15,1768326,18615058,7/6/08,2008-07-06T16:31:30Z,470,27,20,17,11,1112,-8398,81409163,4/14/15 15:15,81418622,81730254,81945912,5,Person,2
1655,en,2015,4/13/15,305910,1353331,8/27/03,2003-08-27T16:18:41Z,5126,85,73,34,25,3251,3365,656267142,4/13/15 12:51,656317616,657216484,659546242,5,Person,2
1655,ar,2015,4/13/15,1424386,9282202,8/16/12,2012-08-16T18:02:36Z,2452,8,7,8,7,814,814,15543320,4/13/15 14:42,15551697,15554846,15864850,5,Person,2
1655,zh,2015,4/13/15,1687329,17953120,10/6/11,2011-10-06T08:45:27Z,1960,4,4,2,1,-8,-8,35120080,4/13/15 13:42,35123076,35123076,35123076,5,Person,2
1655,es,2015,4/13/15,61919,230250,8/29/04,2004-08-29T02:50:15Z,4196,183,97,90,33,2791,9046,81383108,4/13/15 12:31,81398244,81490362,82401721,5,Person,2
1670,en,2015,5/30/15,2275696,19255240,7/20/05,2005-07-20T21:02:21Z,731,116,89,79,56,2036,1781,664684408,5/30/15 9:00,664779067,665695486,667955981,5,None,2
1670,ar,2015,5/30/15,1538391,10079185,1/3/13,2013-01-03T22:02:21Z,2562,3,3,1,0,3101,3101,16063109,6/4/15 6:52,16063335,16063335,16063335,5,None,2
1670,zh,2015,5/30/15,234109,1573464,2/27/06,2006-02-27T03:02:31Z,1511,2,2,1,0,116,116,35892213,6/2/15 6:18,35893051,35893051,35893051,5,None,2
1670,es,2015,5/30/15,349117,2847035,4/11/06,2006-04-11T19:53:50Z,1948,4,0,2,0,165,0,82876885,6/1/15 8:27,82876932,82912641,82912641,5,None,2
1671,en,2015,5/29/15,1060790,6519980,10/12/04,2004-10-12T13:24:52Z,1035,47,43,27,23,1273,1273,664743068,5/30/15 18:56,664765654,665594378,665594378,5,Person,2
1671,ar,2015,5/29/15,2715513,16031506,5/31/15,2015-05-31T11:38:32Z,7492,3,3,3,2,69,69,16031506,5/31/15 11:38,16033112,16033112,16033112,5,Person,2
1671,zh,2015,5/29/15,5658105,44097759,4/23/17,2017-04-23T01:41:38Z,3205,0,0,0,0,0,0,0,0,0,0,0,5,Person,2
1671,es,2015,5/29/15,446554,3844124,7/10/06,2006-07-10T01:19:10Z,1587,14,6,9,4,1185,1034,82856254,5/31/15 10:34,82856331,82984239,82984239,5,Person,2
1672,en,2015,5/28/15,46816256,664307923,5/27/15,2015-05-27T18:39:04Z,737,108,95,51,38,7623,22871,664367795,5/28/15 3:59,664486209,665409824,666298138,6,None,1
1672,ar,2015,5/28/15,2793752,16476272,7/28/15,2015-07-28T06:43:21Z,2158,0,0,0,0,0,0,0,0,0,0,0,6,None,1
1672,es,2015,5/28/15,6903395,82810173,5/29/15,2015-05-29T07:55:40Z,6101,14,14,4,3,1090,1090,82810173,5/29/15 7:55,82810762,82855344,83012244,6,None,1
1673,en,2015,5/27/15,11049,251675,9/26/01,2001-09-26T21:43:04Z,587,178,121,125,82,3433,11635,664223378,5/27/15 4:40,664342812,665259525,668426215,2,Society and social science,4
1673,ar,2015,5/27/15,6958,23393,1/28/05,2005-01-28T07:30:53Z,138,27,20,12,8,-1293,-1196,16010774,5/27/15 15:36,16010778,16049101,16178605,2,Society and social science,4
1673,zh,2015,5/27/15,106639,471597,5/15/05,2005-05-15T05:58:30Z,3058,9,5,7,4,162,-4,35879287,5/31/15 16:54,35879287,35929780,35943375,2,Society and social science,4
1673,es,2015,5/27/15,6225,75989,3/30/03,2003-03-30T23:48:54Z,184,60,39,34,21,842,580,82764807,5/27/15 18:00,82774903,82913195,83410390,2,Society and social science,4
1674,en,2015,5/27/15,46812210,664241559,5/27/15,2015-05-27T08:19:50Z,1263,486,364,186,116,53541,123309,664241559,5/27/15 8:19,664343574,665292778,668562061,-1,Other,6
1674,ar,2015,5/27/15,2729119,16106862,6/7/15,2015-06-07T21:23:00Z,565,15,15,4,3,1002,1002,16106862,6/7/15 21:23,16107193,16130837,16130837,-1,Other,6
1674,zh,2015,5/27/15,4791515,35844007,5/27/15,2015-05-27T15:04:08Z,751,74,69,11,8,21930,21181,35844007,5/27/15 15:04,35845117,35889222,35986493,-1,Other,6
1674,es,2015,5/27/15,6903222,82765983,5/27/15,2015-05-27T18:39:13Z,657,118,91,52,34,12367,-6465,82765983,5/27/15 18:39,82767585,82927675,83440030,-1,Other,6
1675,en,2015,5/26/15,1569406,10773143,3/4/05,2005-03-04T19:13:50Z,309,45,30,28,20,6163,4208,664099981,5/26/15 10:59,664188375,664981853,666602149,-1,Society and social science,6
1675,ar,2015,5/26/15,2712152,16012337,5/27/15,2015-05-27T22:01:48Z,1519,4,4,4,3,118,118,16012337,5/27/15 22:01,16012362,16032909,16032909,-1,Society and social science,6
1676,en,2015,5/26/15,2971766,8919077,12/29/04,2004-12-29T11:58:15Z,68,35,24,20,15,3257,3613,664130630,5/26/15 15:21,664194749,664932243,667567291,-1,Society and social science,6
1676,ar,2015,5/26/15,2441462,14698964,1/10/15,2015-01-10T01:30:58Z,1792,0,0,0,0,0,0,0,0,0,0,0,-1,Society and social science,6
1676,es,2015,5/26/15,4139590,39540603,8/16/10,2010-08-16T21:23:27Z,25,0,0,0,0,0,0,0,0,0,0,0,-1,Society and social science,6
1677,en,2015,5/25/15,42400166,602723981,4/4/14,2014-04-04T13:38:33Z,882,60,47,33,22,10871,10935,663899850,5/25/15 3:47,664001302,664961004,666946144,1,Society and social science,3
1677,zh,2015,5/25/15,5273590,39445808,3/20/16,2016-03-20T07:43:10Z,2401,0,0,0,0,0,0,0,0,0,0,0,1,Society and social science,3
1677,es,2015,5/25/15,6875284,82230642,5/5/15,2015-05-05T13:28:41Z,5007,6,6,3,2,3518,3518,82737714,5/26/15 14:43,82737714,82820087,83203058,1,Society and social science,3
1678,en,2015,5/24/15,45461100,648133842,2/21/15,2015-02-21T03:07:35Z,37,168,126,49,28,27225,25755,663761385,5/24/15 5:31,663867589,664663575,668216070,2,Sports,4
1678,ar,2015,5/24/15,2958281,17488903,11/16/15,2015-11-16T19:57:32Z,1926,0,0,0,0,0,0,0,0,0,0,0,2,Sports,4
1678,zh,2015,5/24/15,4744722,35541272,4/29/15,2015-04-29T09:31:23Z,52,13,13,1,0,9394,9394,35817342,5/24/15 14:24,35817434,35849685,35988965,2,Sports,4
1678,es,2015,5/24/15,6580446,79574938,1/24/15,2015-01-24T00:04:27Z,2319,52,35,19,10,2868,1441,82683261,5/24/15 0:16,82702417,82838962,83010638,2,Sports,4
1683,en,2015,5/23/15,35006872,480868109,3/8/12,2012-03-08T18:05:45Z,2662,13,11,10,8,115,124,663894314,5/25/15 2:44,664003459,664369555,666732517,0,Society and social science,5
1683,es,2015,5/23/15,4879328,50151866,9/29/11,2011-09-29T20:20:05Z,2330,0,0,0,0,0,0,0,0,0,0,0,0,Society and social science,5
1684,en,2015,5/23/15,23913184,306868755,8/8/09,2009-08-08T22:34:48Z,38,365,365,120,119,45535,45535,663633288,5/23/15 5:06,663732077,664646143,667533048,-1,Art and culture,6
1684,zh,2015,5/23/15,3969180,31258240,5/11/14,2014-05-11T06:28:07Z,1784,34,31,12,10,4320,4326,35801769,5/23/15 0:11,35811023,35852946,36014508,-1,Art and culture,6
1684,es,2015,5/23/15,5703915,65569858,3/23/13,2013-03-23T22:50:35Z,1960,218,175,54,30,36342,34501,82665655,5/23/15 3:06,82682869,82816471,83356475,-1,Art and culture,6
1685,en,2015,5/22/15,4240909,41791329,3/1/06,2006-03-01T19:55:36Z,682,78,59,37,23,7510,7006,663522282,5/22/15 10:25,663600187,664523616,664953532,-1,None,6
1685,es,2015,5/22/15,843778,7793503,3/27/07,2007-03-27T14:39:59Z,348,6,6,5,4,7,7,82673280,5/23/15 15:49,82673304,82756568,83170147,-1,None,6
1690,en,2015,5/20/15,46709309,1007798,8/8/02,2002-08-08T04:07:00Z,1360,295,267,54,33,8999,8049,663213265,5/20/15 5:54,663330801,664096322,667693148,-1,Geography and place,6
1690,ar,2015,5/20/15,11427,32664,5/21/05,2005-05-21T01:03:27Z,64,13,11,8,7,218,217,15969461,5/21/15 9:46,15972169,15972169,16128652,-1,Geography and place,6
1690,zh,2015,5/20/15,288900,1955796,5/19/06,2006-05-19T13:50:01Z,359,7,2,4,2,95,0,35800948,5/22/15 18:20,35800948,35811980,35811980,-1,Geography and place,6
1690,es,2015,5/20/15,137679,705507,5/25/05,2005-05-25T16:45:24Z,1271,11,10,7,6,515,514,82622028,5/21/15 17:16,82622028,82762806,82868866,-1,Geography and place,6
1691,en,2015,5/19/15,1791998,12767704,4/24/05,2005-04-24T22:45:29Z,1974,21,19,8,7,-452,-528,663542722,5/22/15 14:06,663549525,664326270,664326270,5,Person,2
1691,ar,2015,5/19/15,676070,3984722,9/3/09,2009-09-03T03:26:22Z,2685,1,1,1,0,0,0,15971489,5/21/15 16:54,15971489,15971489,15971489,5,Person,2
1691,zh,2015,5/19/15,422727,2857415,11/2/06,2006-11-02T13:50:02Z,807,0,0,0,0,0,0,0,0,0,0,0,5,Person,2
1691,es,2015,5/19/15,193956,1332216,9/16/05,2005-09-16T11:57:08Z,3166,2,2,1,0,-3,-3,82787914,5/28/15 12:17,82787914,82910779,82910779,5,Person,2
1692,en,2015,5/19/15,46694376,662146230,5/13/15,2015-05-13T12:45:40Z,21,3,3,3,2,37,37,663014260,5/19/15 0:51,663014260,663600306,663600306,5,Society and social science,2
1692,ar,2015,5/19/15,2675330,15893511,5/13/15,2015-05-13T22:20:16Z,4833,3,3,3,2,6,6,15964841,5/20/15 11:27,15964841,15987064,15987064,5,Society and social science,2
1692,zh,2015,5/19/15,4777840,35723304,5/14/15,2015-05-14T18:50:30Z,3257,2,2,2,1,-60,-60,35817523,5/24/15 14:43,35817523,35827282,35827282,5,Society and social science,2
1692,es,2015,5/19/15,7239553,88220285,1/4/16,2016-01-04T20:15:00Z,12387,0,0,0,0,0,0,0,0,0,0,0,5,Society and social science,2
1693,en,2015,5/19/15,46743859,663027835,5/19/15,2015-05-19T02:54:43Z,436,54,48,29,25,5328,5514,663027835,5/19/15 2:54,663080536,663729643,663729643,3,Other,1
1693,zh,2015,5/19/15,4785540,35774867,5/19/15,2015-05-19T12:16:43Z,512,39,39,4,3,5450,5450,35774867,5/19/15 12:16,35775628,35817575,35817575,3,Other,1
1693,es,2015,5/19/15,6890412,82552557,5/19/15,2015-05-19T17:48:26Z,411,27,25,8,6,1476,1483,82552557,5/19/15 17:48,82554005,82628429,82961535,3,Other,1
1695,en,2015,5/18/15,39901507,563371827,7/8/13,2013-07-08T13:08:08Z,57,102,102,30,29,6455,6455,662894152,5/18/15 6:16,662918820,663872627,666027741,2,Sports,4
1695,ar,2015,5/18/15,2173056,13480809,7/7/14,2014-07-07T14:06:31Z,1630,23,14,13,7,1721,1190,15947508,5/18/15 3:19,15947508,15991771,16150692,2,Sports,4
1695,zh,2015,5/18/15,4012764,31605887,6/15/14,2014-06-15T16:54:42Z,558,33,29,10,8,2687,2679,35763668,5/18/15 9:10,35766513,35813766,35921386,2,Sports,4
1695,es,2015,5/18/15,6144859,71924879,1/15/14,2014-01-15T20:56:49Z,1284,190,74,75,19,11551,390,82507854,5/18/15 2:23,82524736,82700459,83254611,2,Sports,4
1696,en,2015,5/18/15,68187,140669,8/6/02,2002-08-06T03:58:15Z,995,127,127,45,44,2982,2982,662917366,5/18/15 10:38,662917366,663582710,667357092,2,Sports,4
1696,ar,2015,5/18/15,24031,89108,10/20/05,2005-10-20T09:11:02Z,1925,243,168,72,22,18184,17491,15945144,5/18/15 0:40,15953078,15991573,16159591,2,Sports,4
1696,zh,2015,5/18/15,150590,952256,8/28/05,2005-08-28T07:23:06Z,8042,57,31,25,13,3168,222,35759541,5/18/15 1:32,35763535,35810151,36025321,2,Sports,4
1696,es,2015,5/18/15,17315,49421,10/27/03,2003-10-27T12:04:14Z,1081,90,90,30,29,-10231,-10231,82618309,5/21/15 15:18,82618309,82765400,83227982,2,Sports,4
1698,en,2015,5/17/15,31792906,429391132,5/16/11,2011-05-16T13:35:04Z,55,69,47,27,15,4523,1133,662717318,5/17/15 5:26,662842277,663469944,666131132,2,Sports,4
1698,zh,2015,5/17/15,4783189,35758573,5/17/15,2015-05-17T22:43:29Z,29488,11,10,5,4,4,-6,35758573,5/17/15 22:43,35758822,35772321,35772321,2,Sports,4
1698,es,2015,5/17/15,6874989,82225627,5/5/15,2015-05-05T04:25:20Z,686,11,10,3,2,1644,1651,82495179,5/17/15 16:25,82504069,82506314,82506314,2,Sports,4
1703,en,2015,5/13/15,46691069,662114671,5/13/15,2015-05-13T06:27:44Z,1372,210,176,67,47,19580,18125,662114671,5/13/15 6:27,662223976,663205521,665796224,0,Other,5
1703,ar,2015,5/13/15,2675224,15892840,5/13/15,2015-05-13T20:31:36Z,2240,19,17,5,3,8692,8711,15892840,5/13/15 20:31,15893125,15953882,15968289,0,Other,5
1703,zh,2015,5/13/15,4777677,35722058,5/14/15,2015-05-14T15:59:49Z,2151,10,10,2,1,174,174,35722058,5/14/15 15:59,35722097,35731454,35817087,0,Other,5
1704,en,2015,5/12/15,46690308,662101760,5/13/15,2015-05-13T03:46:53Z,492,766,677,160,108,31561,28839,662101760,5/13/15 3:46,662227929,663198107,666359964,0,Other,5
1704,zh,2015,5/12/15,4777440,35720810,5/14/15,2015-05-14T14:23:16Z,2905,28,27,10,9,4092,4036,35720810,5/14/15 14:23,35723838,35758442,35912074,0,Other,5
1705,en,2015,5/12/15,722501,4596033,6/13/04,2004-06-13T08:38:37Z,2118,83,66,32,25,10451,5558,662035631,5/12/15 18:03,662057097,663011255,665970698,5,Person,2
1705,ar,2015,5/12/15,4043125,26099647,12/14/17,2017-12-14T14:59:59Z,3215,0,0,0,0,0,0,0,0,0,0,0,5,Person,2
1705,zh,2015,5/12/15,2942529,22242575,8/2/12,2012-08-02T11:57:21Z,973,2,2,2,1,28,28,35704977,5/13/15 7:00,35704977,35712708,35712708,5,Person,2
1705,es,2015,5/12/15,198808,1379626,9/25/05,2005-09-25T19:23:55Z,4835,18,18,6,5,319,319,82387204,5/13/15 7:55,82387214,82511361,82511361,5,Person,2
1707,en,2015,5/12/15,1397,235036,11/7/01,2001-11-07T07:49:36Z,330,63,45,42,30,1065,1348,661981472,5/12/15 11:05,662077968,663037363,666191128,-1,Society and social science,6
1707,ar,2015,5/12/15,267813,1251294,12/20/07,2007-12-20T00:03:39Z,311,1,1,1,0,0,0,15892498,5/13/15 19:36,15892498,15892498,15892498,-1,Society and social science,6
1707,zh,2015,5/12/15,36810,119405,7/16/04,2004-07-16T09:27:06Z,224,6,6,2,1,83,83,35706747,5/13/15 9:58,35706864,35775791,35775791,-1,Society and social science,6
1707,es,2015,5/12/15,242069,1780999,12/7/05,2005-12-07T20:56:17Z,28,4,4,3,2,72,72,82426714,5/15/15 1:04,82426714,82426714,82920563,-1,Society and social science,6
1709,en,2015,5/12/15,46682461,661976833,5/12/15,2015-05-12T10:12:07Z,433,278,205,109,71,11767,19598,661976833,5/12/15 10:12,662076112,663059255,666224140,3,Science and nature,1
1709,ar,2015,5/12/15,2672310,15882176,5/12/15,2015-05-12T14:16:48Z,3052,20,19,3,2,2930,2932,15882176,5/12/15 14:16,15884412,15939924,16008765,3,Science and nature,1
1709,zh,2015,5/12/15,4773892,35701414,5/13/15,2015-05-13T00:01:10Z,722,42,41,7,6,7952,7948,35701414,5/13/15 0:01,35710636,35735876,35817327,3,Science and nature,1
1709,es,2015,5/12/15,6882279,82365962,5/12/15,2015-05-12T08:14:42Z,26,72,42,34,15,2943,3349,82365962,5/12/15 8:14,82374162,82488792,82972355,3,Science and nature,1
1710,en,2015,5/9/15,617363,3330846,4/25/04,2004-04-25T07:23:18Z,62,37,31,24,19,1491,1447,661599302,5/9/15 20:19,661615561,662448445,662448445,5,Person,2
1710,ar,2015,5/9/15,680651,4004585,9/7/09,2009-09-07T00:19:45Z,456,18,12,15,9,1085,-261,15856076,5/9/15 20:31,15856360,15883604,16012097,5,Person,2
1710,zh,2015,5/9/15,203920,1326711,12/28/05,2005-12-28T05:18:24Z,737,6,6,6,5,2838,2838,35668385,5/10/15 1:36,35671172,35693100,35693100,5,Person,2
1710,es,2015,5/9/15,458899,3973884,7/20/06,2006-07-20T22:40:00Z,3379,13,12,6,5,346,276,82320794,5/9/15 23:46,82320983,82410442,82410442,5,Person,2
1711,en,2015,5/9/15,46629192,661141150,5/6/15,2015-05-06T18:59:45Z,3248,94,61,38,19,5409,3533,661583458,5/9/15 18:04,661623527,662322821,663748855,6,None,1
1711,es,2015,5/9/15,6883469,82387035,5/13/15,2015-05-13T07:34:11Z,13251,3,3,2,1,203,203,82387035,5/13/15 7:34,82387148,82387148,82611019,6,None,1
1712,en,2015,5/9/15,51884,69494,5/11/02,2002-05-11T09:21:16Z,629,61,44,31,22,-518,148348,661578676,5/9/15 17:25,661597819,662609450,665311417,5,Person,2
1712,ar,2015,5/9/15,2393,5816,4/23/04,2004-04-23T04:19:38Z,204,1,1,1,0,0,0,15858018,5/10/15 3:13,15858018,15858018,15858018,5,Person,2
1712,zh,2015,5/9/15,130418,806670,7/11/05,2005-07-11T04:31:18Z,370,1,0,1,0,0,0,35688954,5/11/15 20:29,35688954,35688954,35688954,5,Person,2
1712,es,2015,5/9/15,181873,1208833,8/25/05,2005-08-25T08:58:39Z,2559,5,5,2,1,169,169,82372380,5/12/15 16:24,82372380,82490873,82743778,5,Person,2
1713,en,2015,5/9/15,43987559,627671333,9/30/14,2014-09-30T12:21:13Z,2142,48,36,34,27,46,-171,661490959,5/9/15 1:00,661592309,662470877,664191211,2,None,4
1713,es,2015,5/9/15,6471007,77624874,10/18/14,2014-10-18T22:29:33Z,1363,2,2,2,1,3,3,82339157,5/11/15 0:17,82339157,82339157,82645831,2,None,4
1715,en,2015,5/8/15,46663674,661690301,5/10/15,2015-05-10T12:33:17Z,1584,38,33,20,15,2933,2638,661690301,5/10/15 12:33,661729698,662707814,662707814,0,None,5
1715,zh,2015,5/8/15,4779718,35737155,5/16/15,2015-05-16T03:32:46Z,359,7,7,1,0,3542,3542,35737155,5/16/15 3:32,35738450,35738450,35738450,0,None,5
1716,en,2015,5/7/15,46644621,661387496,5/8/15,2015-05-08T09:21:19Z,1318,194,172,50,32,17738,15122,661387496,5/8/15 9:21,661481292,662148887,665548887,0,Society and social science,5
1716,zh,2015,5/7/15,4765836,35653007,5/8/15,2015-05-08T15:03:47Z,4536,13,13,3,2,275,275,35653007,5/8/15 15:03,35655470,35668549,35817447,0,Society and social science,5
1717,en,2015,5/7/15,59163317,870724505,11/26/18,2018-11-26T17:21:51Z,67,0,0,0,0,0,0,0,0,0,0,0,4,Society and social science,3
1717,zh,2015,5/7/15,4375184,33391864,11/23/14,2014-11-23T02:20:19Z,845,53,51,16,14,11977,11915,35645623,5/8/15 1:40,35655325,35674811,35817098,4,Society and social science,3
1717,es,2015,5/7/15,6837522,81169384,4/3/15,2015-04-03T10:16:49Z,908,57,51,13,9,2645,2401,82273397,5/7/15 11:07,82287163,82349035,82953610,4,Society and social science,3
1718,en,2015,5/6/15,46627927,661119393,5/6/15,2015-05-06T16:28:46Z,736,56,49,22,16,7355,7358,661119393,5/6/15 16:28,661141454,661982572,663621886,6,None,1
1718,es,2015,5/6/15,6875622,82238408,5/5/15,2015-05-05T19:43:51Z,1317,7,7,2,1,3234,3234,82272321,5/7/15 8:52,82285496,82385907,82385907,6,None,1
1719,en,2015,5/5/15,29097445,389338011,10/7/10,2010-10-07T15:49:23Z,6077,5,5,4,3,-392,-392,661076620,5/6/15 9:38,661076751,661625280,662362806,-1,None,6
1719,es,2015,5/5/15,4951485,51480384,11/17/11,2011-11-17T20:18:19Z,9787,1,1,1,0,0,0,82603327,5/21/15 3:24,82603327,82603327,82603327,-1,None,6
1721,en,2015,5/5/15,43179991,614995660,6/30/14,2014-06-30T09:51:22Z,40,42,30,24,16,2623,25753,660862978,5/5/15 0:31,661023501,661658398,664242029,2,Sports,4
1721,zh,2015,5/5/15,4673162,34970226,4/2/15,2015-04-02T11:35:32Z,177,6,6,3,2,999,999,35615013,5/5/15 6:14,35618400,35649102,35649102,2,Sports,4
1722,en,2015,5/5/15,4239838,41777193,3/1/06,2006-03-01T17:55:49Z,1034,36,34,18,16,4172,4161,660870418,5/5/15 1:26,661007006,661693405,662921699,2,Person,4
1722,ar,2015,5/5/15,3587320,23205480,5/10/17,2017-05-10T00:10:20Z,531,0,0,0,0,0,0,0,0,0,0,0,2,Person,4
